build_id,path,N,V_pairs,m,K_band,K_band_distinct,K_band_distinct_lo,K_exact,K_exact_distinct,n_degen_band,n_degen_geom,n_isolated,t_exact_ms
21,syn:n20:p0,400,30777,61954,21670,10518,16067,61554,2254,61554,0,0,4812.241
22,syn:n20:p0,400,30777,61954,21671,10517,16064,61554,2254,61554,0,0,4664.101
23,syn:n20:p0,400,30777,61954,21676,10518,16067,61554,2254,61554,0,0,4706.132
24,syn:n20:p0,400,30777,61954,21677,10518,16066,61554,2254,61554,0,0,4789.906
25,syn:n20:p0,400,30777,61954,21677,10517,16065,61554,2254,61554,0,0,4886.039
26,syn:n20:p0,400,30777,61954,21677,10518,16066,61554,2254,61554,0,0,4826.805
1,syn:n20:p1,400,29251,58902,15372,7481,11795,58502,1552,58502,0,0,4378.664
2,syn:n20:p1,400,43732,87864,11638,5700,9258,87464,1092,87464,0,0,12709.436
3,syn:n20:p1,400,36880,74160,14614,7146,11467,73760,1408,73760,0,0,7993.903
4,syn:n20:p1,400,33157,66714,15092,7373,11791,66314,1507,66314,0,0,6037.845
5,syn:n20:p1,400,31153,62706,15347,7494,11844,62306,1527,62306,0,0,5007.588
6,syn:n20:p1,400,30221,60842,15655,7617,12039,60442,1562,60442,0,0,4585.608
7,syn:n20:p1,400,29712,59824,15599,7601,11910,59424,1553,59424,0,0,4362.605
8,syn:n20:p1,400,29452,59304,15327,7461,11775,58904,1547,58904,0,0,4524.511
9,syn:n20:p1,400,29344,59088,15259,7437,11779,58688,1522,58688,0,0,4642.835
10,syn:n20:p1,400,29294,58988,15304,7479,11866,58588,1502,58588,0,0,4321.633
11,syn:n20:p1,400,29271,58942,15473,7549,11952,58542,1533,58542,0,0,4324.067
12,syn:n20:p1,400,29260,58920,15457,7524,11871,58520,1546,58520,0,0,4445.490
13,syn:n20:p1,400,29253,58906,15456,7527,11871,58506,1545,58506,0,0,4554.717
14,syn:n20:p1,400,29252,58904,15418,7495,11832,58504,1544,58504,0,0,4338.139
15,syn:n20:p1,400,29252,58904,15401,7488,11818,58504,1548,58504,0,0,4510.161
16,syn:n20:p1,400,29252,58904,15396,7485,11802,58504,1551,58504,0,0,4283.369
17,syn:n20:p1,400,29252,58904,15387,7483,11802,58504,1553,58504,0,0,4309.031
18,syn:n20:p1,400,29252,58904,15397,7485,11809,58504,1553,58504,0,0,4278.542
19,syn:n20:p1,400,29252,58904,15383,7483,11798,58504,1553,58504,0,0,4247.508
20,syn:n20:p1,400,29252,58904,15393,7482,11803,58504,1553,58504,0,0,4253.990
21,syn:n20:p1,400,29252,58904,15399,7483,11808,58504,1553,58504,0,0,4325.874
22,syn:n20:p1,400,29252,58904,15389,7483,11800,58504,1553,58504,0,0,4286.679
23,syn:n20:p1,400,29252,58904,15389,7482,11799,58504,1553,58504,0,0,4334.420
24,syn:n20:p1,400,29252,58904,15390,7482,11799,58504,1553,58504,0,0,4454.050
25,syn:n20:p1,400,29252,58904,15389,7482,11801,58504,1553,58504,0,0,4504.277
26,syn:n20:p1,400,29252,58904,15389,7482,11802,58504,1553,58504,0,0,4456.644
1,syn:n20:p2,400,18095,36590,19242,9326,14034,36190,2051,36190,0,0,1216.813
2,syn:n20:p2,400,33995,68390,29278,14220,22085,67990,3020,67990,0,0,5995.001
3,syn:n20:p2,400,25801,52002,25263,12222,18652,51602,2645,51602,0,0,3025.556
4,syn:n20:p2,400,29875,60150,27899,13536,20749,59750,2866,59750,0,0,4133.349
5,syn:n20:p2,400,31951,64302,28736,13945,21697,63902,2946,63902,0,0,5041.594
6,syn:n20:p2,400,30927,62254,28454,13828,21423,61854,2912,61854,0,0,4485.835
7,syn:n20:p2,400,31452,63304,28955,14000,21424,62904,2981,62904,0,0,4538.015
8,syn:n20:p2,400,31701,63802,28937,14020,21690,63402,2958,63402,0,0,4715.091
9,syn:n20:p2,400,31574,63548,28775,13952,21558,63148,2959,63148,0,0,4555.725
10,syn:n20:p2,400,31510,63420,28654,13875,21365,63020,3007,63020,0,0,4693.975
11,syn:n20:p2,400,31554,63508,28742,13922,21453,63108,2990,63108,0,0,4710.458
12,syn:n20:p2,400,31521,63442,28608,13847,21393,63042,2950,63042,0,0,4687.601
13,syn:n20:p2,400,31517,63434,28657,13862,21400,63034,2981,63034,0,0,4648.141
14,syn:n20:p2,400,31518,63436,28647,13869,21412,63036,2963,63036,0,0,4688.024
15,syn:n20:p2,400,31519,63438,28638,13868,21401,63038,2957,63038,0,0,4796.584
16,syn:n20:p2,400,31521,63442,28653,13872,21415,63042,2954,63042,0,0,4577.652
17,syn:n20:p2,400,31521,63442,28641,13864,21412,63042,2955,63042,0,0,4664.503
18,syn:n20:p2,400,31521,63442,28633,13853,21407,63042,2952,63042,0,0,4583.286
19,syn:n20:p2,400,31521,63442,28637,13865,21411,63042,2954,63042,0,0,4675.796
20,syn:n20:p2,400,31521,63442,28634,13864,21409,63042,2955,63042,0,0,4552.146
21,syn:n20:p2,400,31521,63442,28650,13865,21419,63042,2955,63042,0,0,4705.087
22,syn:n20:p2,400,31521,63442,28647,13865,21416,63042,2956,63042,0,0,4614.523
23,syn:n20:p2,400,31521,63442,28645,13866,21415,63042,2954,63042,0,0,4782.321
24,syn:n20:p2,400,31521,63442,28647,13865,21417,63042,2956,63042,0,0,4676.817
25,syn:n20:p2,400,31521,63442,28647,13865,21417,63042,2956,63042,0,0,4684.732
26,syn:n20:p2,400,31521,63442,28647,13865,21417,63042,2956,63042,0,0,5184.643
1,syn:n20:p3,400,19439,39278,14028,6825,10530,38878,1493,38878,0,0,1717.260
2,syn:n20:p3,400,34202,68804,21044,10211,15728,68404,2213,68404,0,0,5950.513
3,syn:n20:p3,400,26619,53638,17077,8346,13070,53238,1738,53238,0,0,3365.909
4,syn:n20:p3,400,22978,46356,15561,7621,11723,45956,1638,45956,0,0,2326.015
5,syn:n20:p3,400,24820,50040,16823,8221,12744,49640,1735,49640,0,0,2755.254
6,syn:n20:p3,400,23877,48154,16018,7842,12095,47754,1683,47754,0,0,2532.959
7,syn:n20:p3,400,24278,48956,15841,7750,12082,48556,1660,48556,0,0,2634.029
8,syn:n20:p3,400,24114,48628,16216,7905,12196,48228,1700,48228,0,0,2619.160
9,syn:n20:p3,400,24187,48774,16007,7836,12172,48374,1675,48374,0,0,2708.721
10,syn:n20:p3,400,24239,48878,15959,7803,12127,48478,1662,48478,0,0,2644.031
11,syn:n20:p3,400,24259,48918,15910,7770,12061,48518,1663,48518,0,0,2746.698
12,syn:n20:p3,400,24250,48900,15913,7788,12094,48500,1641,48500,0,0,2729.719
13,syn:n20:p3,400,24253,48906,15897,7782,12069,48506,1646,48506,0,0,2711.865
14,syn:n20:p3,400,24253,48906,15859,7769,12059,48506,1641,48506,0,0,2710.886
15,syn:n20:p3,400,24253,48906,15872,7764,12065,48506,1644,48506,0,0,2809.109
16,syn:n20:p3,400,24253,48906,15876,7770,12065,48506,1644,48506,0,0,2826.507
17,syn:n20:p3,400,24253,48906,15862,7768,12063,48506,1642,48506,0,0,2733.164
18,syn:n20:p3,400,24253,48906,15884,7770,12073,48506,1642,48506,0,0,2705.960
19,syn:n20:p3,400,24253,48906,15870,7766,12066,48506,1642,48506,0,0,2702.986
20,syn:n20:p3,400,24253,48906,15876,7766,12071,48506,1642,48506,0,0,2665.704
21,syn:n20:p3,400,24253,48906,15865,7765,12063,48506,1644,48506,0,0,2646.002
22,syn:n20:p3,400,24253,48906,15872,7765,12065,48506,1644,48506,0,0,2592.959
23,syn:n20:p3,400,24253,48906,15874,7766,12069,48506,1642,48508,0,0,2647.830
24,syn:n20:p3,400,24253,48906,15871,7766,12066,48506,1642,48506,0,0,2746.164
25,syn:n20:p3,400,24253,48906,15871,7766,12064,48506,1644,48506,0,0,2644.151
26,syn:n20:p3,400,24253,48906,15872,7765,12065,48506,1644,48506,0,0,2701.465
1,syn:n20:p4,400,20062,40524,23369,11288,16608,40124,2528,40124,0,0,1573.713
2,syn:n20:p4,400,38206,76812,35093,16927,25932,76412,3686,76412,0,0,7264.231
3,syn:n20:p4,400,29074,58548,31182,15028,22332,58148,3302,58148,0,0,3739.223
4,syn:n20:p4,400,24342,49084,26207,12659,19021,48684,2784,48684,0,0,2433.153
5,syn:n20:p4,400,26584,53568,28178,13557,20327,53168,2989,53168,0,0,2983.290
6,syn:n20:p4,400,27800,56000,29111,14081,21208,55600,3105,55600,0,0,3264.297
7,syn:n20:p4,400,28420,57240,30242,14533,21601,56840,3273,56840,0,0,3508.071
8,syn:n20:p4,400,28083,56566,29534,14299,21439,56166,3129,56166,0,0,3505.659
9,syn:n20:p4,400,28238,56876,29810,14402,21503,56476,3157,56476,0,0,3377.793
10,syn:n20:p4,400,28326,57052,30002,14469,21543,56652,3209,56652,0,0,3445.830
11,syn:n20:p4,400,28387,57174,30101,14495,21558,56774,3242,56774,0,0,3427.287
12,syn:n20:p4,400,28408,57216,30168,14521,21565,56816,3248,56816,0,0,3527.077
13,syn:n20:p4,400,28400,57200,30110,14507,21558,56800,3230,56800,0,0,3463.077
14,syn:n20:p4,400,28403,57206,30095,14486,21530,56806,3239,56806,0,0,3584.540
15,syn:n20:p4,400,28406,57212,30135,14502,21553,56812,3241,56812,0,0,3401.938
16,syn:n20:p4,400,28404,57208,30110,14494,21534,56808,3239,56808,0,0,3540.954
17,syn:n20:p4,400,28403,57206,30121,14491,21548,56806,3241,56806,0,0,3540.874
18,syn:n20:p4,400,28403,57206,30101,14488,21534,56806,3238,56806,0,0,3553.348
19,syn:n20:p4,400,28403,57206,30096,14487,21534,56806,3240,56806,0,0,3567.399
20,syn:n20:p4,400,28403,57206,30107,14489,21538,56806,3240,56806,0,0,3430.746
21,syn:n20:p4,400,28403,57206,30113,14490,21541,56806,3240,56806,0,0,3477.505
22,syn:n20:p4,400,28403,57206,30120,14490,21547,56806,3240,56806,0,0,3649.663
23,syn:n20:p4,400,28403,57206,30122,14491,21547,56806,3241,56806,0,0,3690.653
24,syn:n20:p4,400,28403,57206,30119,14490,21547,56806,3240,56806,0,0,3658.739
25,syn:n20:p4,400,28403,57206,30119,14490,21547,56806,3240,56806,0,0,3583.861
26,syn:n20:p4,400,28403,57206,30119,14490,21547,56806,3240,56806,0,0,3429.675
1,syn:n20:p5,400,12744,25888,11936,5863,9014,25488,1260,25488,0,0,634.523
2,syn:n20:p5,400,24177,48754,20306,9856,15105,48354,2183,48354,0,0,2702.084
3,syn:n20:p5,400,18155,36710,15882,7721,11795,36310,1677,36310,0,0,1350.094
4,syn:n20:p5,400,15395,31190,14167,6907,10421,30790,1540,30790,0,0,1047.274
5,syn:n20:p5,400,16782,33964,14895,7236,10943,33564,1604,33564,0,0,1160.304
6,syn:n20:p5,400,17430,35260,15258,7440,11296,34860,1636,34860,0,0,1247.224
7,syn:n20:p5,400,17769,35938,15230,7402,11313,35538,1614,35538,0,0,1361.034
8,syn:n20:p5,400,17969,36338,15480,7518,11524,35938,1644,35938,0,0,1398.785
9,syn:n20:p5,400,17879,36158,15412,7494,11451,35758,1627,35758,0,0,1270.369
10,syn:n20:p5,400,17924,36248,15360,7465,11465,35848,1634,35848,0,0,1360.158
11,syn:n20:p5,400,17945,36290,15461,7515,11516,35890,1643,35890,0,0,1320.398
12,syn:n20:p5,400,17937,36274,15454,7505,11518,35874,1644,35874,0,0,1364.602
13,syn:n20:p5,400,17932,36264,15425,7500,11503,35864,1642,35864,0,0,1374.782
14,syn:n20:p5,400,17930,36260,15406,7480,11483,35860,1640,35860,0,0,1366.055
15,syn:n20:p5,400,17927,36254,15370,7466,11461,35854,1636,35854,0,0,1385.007
16,syn:n20:p5,400,17928,36256,15388,7471,11465,35856,1638,35856,0,0,1449.161
17,syn:n20:p5,400,17929,36258,15408,7478,11482,35858,1639,35858,0,0,1384.534
18,syn:n20:p5,400,17929,36258,15392,7473,11471,35858,1639,35858,0,0,1362.936
19,syn:n20:p5,400,17929,36258,15405,7476,11475,35858,1639,35858,0,0,1357.047
20,syn:n20:p5,400,17929,36258,15400,7474,11473,35858,1639,35858,0,0,1331.569
21,syn:n20:p5,400,17929,36258,15401,7474,11473,35858,1639,35858,0,0,1338.242
22,syn:n20:p5,400,17929,36258,15405,7476,11477,35858,1639,35858,0,0,1294.518
23,syn:n20:p5,400,17929,36258,15408,7476,11479,35858,1639,35858,0,0,1344.196
24,syn:n20:p5,400,17929,36258,15408,7476,11477,35858,1639,35858,0,0,1334.740
25,syn:n20:p5,400,17929,36258,15404,7475,11474,35858,1639,35858,0,0,1328.347
