build_id,path,N,V_pairs,m,K_band,K_band_distinct,K_band_distinct_lo,K_exact,K_exact_distinct,n_degen_band,n_degen_geom,n_isolated,t_exact_ms
1,geo:n08:p0,64,1768,3598,136,71,117,3536,17,3534,0,0,45.676
2,geo:n08:p0,64,2011,4086,15,8,9,4022,3,4022,0,0,57.238
3,geo:n08:p0,64,1961,3986,100,50,88,3922,6,3922,0,0,50.385
4,geo:n08:p0,64,1896,3856,108,55,94,3792,9,3792,0,0,51.795
5,geo:n08:p0,64,1856,3776,224,114,173,3712,22,3712,0,0,52.417
6,geo:n08:p0,64,1805,3674,183,94,151,3610,16,3610,0,0,54.621
7,geo:n08:p0,64,1790,3644,149,76,125,3580,14,3580,0,0,49.009
8,geo:n08:p0,64,1775,3614,150,77,126,3550,15,3550,0,0,56.045
9,geo:n08:p0,64,1773,3610,159,80,130,3546,18,3546,0,0,52.102
10,geo:n08:p0,64,1769,3602,154,78,130,3538,17,3538,0,0,48.724
11,geo:n08:p0,64,1769,3602,147,76,124,3538,17,3538,0,0,44.694
12,geo:n08:p0,64,1769,3602,144,74,121,3538,17,3538,0,0,40.435
13,geo:n08:p0,64,1769,3602,146,74,124,3538,17,3538,0,0,41.441
14,geo:n08:p0,64,1769,3602,144,73,122,3538,18,3538,0,0,46.515
15,geo:n08:p0,64,1769,3602,140,72,119,3538,18,3538,0,0,43.177
16,geo:n08:p0,64,1769,3602,141,72,120,3538,18,3538,0,0,40.748
17,geo:n08:p0,64,1769,3602,135,72,114,3538,18,3538,0,0,41.174
18,geo:n08:p0,64,1769,3602,135,72,114,3538,18,3538,0,0,44.088
19,geo:n08:p0,64,1769,3602,134,72,113,3538,18,3538,0,0,41.291
20,geo:n08:p0,64,1769,3602,134,72,113,3538,18,3538,0,0,49.556
21,geo:n08:p0,64,1769,3602,139,72,118,3538,18,3538,0,0,44.545
1,geo:n08:p1,64,1983,4030,167,83,127,3966,17,3966,0,0,49.201
2,geo:n08:p1,64,2016,4096,1,1,1,4032,1,4032,0,0,52.253
3,geo:n08:p1,64,2016,4096,3,1,3,4032,1,4032,0,0,50.441
4,geo:n08:p1,64,2016,4096,32,17,30,4032,1,4032,0,0,48.144
5,geo:n08:p1,64,2011,4086,56,29,50,4022,3,4022,0,0,46.795
6,geo:n08:p1,64,2003,4070,90,45,76,4006,6,4006,0,0,51.127
7,geo:n08:p1,64,1996,4056,122,64,103,3992,11,3992,0,0,51.289
8,geo:n08:p1,64,1991,4046,154,77,129,3982,13,3982,0,0,47.902
9,geo:n08:p1,64,1985,4034,161,81,124,3970,13,3970,0,0,44.939
10,geo:n08:p1,64,1985,4034,161,80,124,3970,15,3970,0,0,53.364
11,geo:n08:p1,64,1984,4032,173,85,133,3968,17,3968,0,0,45.509
12,geo:n08:p1,64,1984,4032,166,82,130,3968,16,3968,0,0,46.939
13,geo:n08:p1,64,1984,4032,165,82,128,3968,17,3968,0,0,51.311
14,geo:n08:p1,64,1984,4032,165,82,128,3968,17,3968,0,0,47.669
15,geo:n08:p1,64,1984,4032,170,84,129,3968,18,3968,0,0,49.034
16,geo:n08:p1,64,1984,4032,170,84,129,3968,18,3968,0,0,46.202
17,geo:n08:p1,64,1984,4032,169,84,128,3968,18,3968,0,0,47.330
18,geo:n08:p1,64,1984,4032,170,84,128,3968,18,3968,0,0,46.205
19,geo:n08:p1,64,1984,4032,170,84,128,3968,18,3968,0,0,44.752
1,geo:n08:p2,64,1985,4034,56,30,43,3970,6,3970,0,0,53.127
2,geo:n08:p2,64,2016,4096,1,1,1,4032,1,4032,0,0,50.705
3,geo:n08:p2,64,2016,4096,1,1,1,4032,1,4032,0,0,49.016
4,geo:n08:p2,64,2016,4096,1,1,1,4032,1,4032,0,0,48.870
5,geo:n08:p2,64,2016,4096,2,1,2,4032,1,4032,0,0,48.543
6,geo:n08:p2,64,2004,4072,23,13,20,4008,2,4008,0,0,47.438
7,geo:n08:p2,64,1999,4062,41,22,37,3998,3,3998,0,0,49.935
8,geo:n08:p2,64,1997,4058,37,20,35,3994,3,3994,0,0,45.915
9,geo:n08:p2,64,1992,4048,37,20,33,3984,4,3984,0,0,50.836
10,geo:n08:p2,64,1988,4040,47,25,38,3976,5,3976,0,0,63.839
11,geo:n08:p2,64,1987,4038,44,23,36,3974,4,3974,0,0,49.715
12,geo:n08:p2,64,1987,4038,49,26,39,3974,4,3974,0,0,49.277
13,geo:n08:p2,64,1987,4038,58,30,47,3974,4,3974,0,0,50.483
14,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,48.369
15,geo:n08:p2,64,1986,4036,56,30,44,3972,5,3972,0,0,50.772
16,geo:n08:p2,64,1986,4036,58,30,46,3972,5,3972,0,0,47.056
17,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,49.913
18,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,47.283
19,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,50.659
20,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,50.819
21,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,49.173
22,geo:n08:p2,64,1986,4036,57,30,45,3972,5,3972,0,0,51.435
1,geo:n08:p3,64,1972,4008,264,132,227,3944,19,3944,0,0,48.210
2,geo:n08:p3,64,2016,4096,41,21,41,4032,1,4032,0,0,48.447
3,geo:n08:p3,64,2016,4096,36,19,36,4032,1,4032,0,0,56.291
4,geo:n08:p3,64,2015,4094,35,19,31,4030,2,4030,0,0,56.614
5,geo:n08:p3,64,2000,4064,136,68,117,4000,6,4000,0,0,48.140
6,geo:n08:p3,64,1990,4044,178,89,143,3980,11,3980,0,0,47.071
7,geo:n08:p3,64,1981,4026,260,129,213,3962,18,3962,0,0,45.951
8,geo:n08:p3,64,1979,4022,279,137,237,3958,21,3958,0,0,56.495
9,geo:n08:p3,64,1977,4018,287,143,240,3954,22,3954,0,0,44.178
10,geo:n08:p3,64,1975,4014,277,138,238,3950,20,3950,0,0,49.118
11,geo:n08:p3,64,1973,4010,272,135,236,3946,18,3946,0,0,48.838
12,geo:n08:p3,64,1973,4010,268,134,234,3946,18,3946,0,0,45.316
13,geo:n08:p3,64,1973,4010,268,134,231,3946,20,3946,0,0,45.910
14,geo:n08:p3,64,1973,4010,264,133,227,3946,20,3946,0,0,44.848
15,geo:n08:p3,64,1973,4010,264,133,227,3946,20,3946,0,0,44.740
16,geo:n08:p3,64,1973,4010,264,133,227,3946,20,3946,0,0,47.141
17,geo:n08:p3,64,1973,4010,263,132,227,3946,20,3946,0,0,46.002
18,geo:n08:p3,64,1973,4010,263,132,227,3946,20,3946,0,0,46.778
19,geo:n08:p3,64,1973,4010,266,133,227,3946,20,3946,0,0,48.737
20,geo:n08:p3,64,1973,4010,266,133,227,3946,20,3946,0,0,48.945
1,geo:n08:p4,64,1955,3974,496,242,366,3910,47,3910,0,0,50.608
2,geo:n08:p4,64,2016,4096,2,1,2,4032,1,4032,0,0,50.852
3,geo:n08:p4,64,2016,4096,24,13,24,4032,1,4032,0,0,49.041
4,geo:n08:p4,64,2016,4096,46,24,45,4032,1,4032,0,0,51.814
5,geo:n08:p4,64,2009,4082,110,57,99,4018,6,4018,0,0,63.262
6,geo:n08:p4,64,1992,4048,221,110,187,3984,20,3984,0,0,47.365
7,geo:n08:p4,64,1980,4024,335,164,269,3960,31,3960,0,0,51.758
8,geo:n08:p4,64,1969,4002,427,211,322,3938,43,3938,0,0,84.119
9,geo:n08:p4,64,1965,3994,431,211,321,3930,45,3930,0,0,47.770
10,geo:n08:p4,64,1962,3988,476,232,343,3924,49,3924,0,0,45.158
11,geo:n08:p4,64,1958,3980,472,229,338,3916,51,3916,0,0,46.373
12,geo:n08:p4,64,1957,3978,495,238,357,3914,53,3914,0,0,44.880
13,geo:n08:p4,64,1956,3976,490,239,359,3912,47,3912,0,0,48.552
14,geo:n08:p4,64,1956,3976,488,238,360,3912,47,3912,0,0,50.763
15,geo:n08:p4,64,1956,3976,498,244,368,3912,47,3912,0,0,51.421
16,geo:n08:p4,64,1956,3976,498,244,368,3912,47,3912,0,0,51.273
17,geo:n08:p4,64,1956,3976,497,244,368,3912,47,3912,0,0,45.736
18,geo:n08:p4,64,1956,3976,495,242,368,3912,47,3912,0,0,48.451
19,geo:n08:p4,64,1956,3976,495,242,367,3912,47,3912,0,0,46.617
20,geo:n08:p4,64,1956,3976,498,243,366,3912,48,3912,0,0,47.442
21,geo:n08:p4,64,1956,3976,498,243,366,3912,48,3912,0,0,50.729
22,geo:n08:p4,64,1956,3976,498,243,366,3912,48,3912,0,0,47.114
1,geo:n08:p5,64,1550,3164,171,90,150,3100,16,3100,0,0,35.890
2,geo:n08:p5,64,2016,4096,3,1,3,4032,1,4032,0,0,52.967
3,geo:n08:p5,64,2016,4096,13,7,12,4032,1,4032,0,0,49.846
4,geo:n08:p5,64,1898,3860,125,66,105,3796,12,3796,0,0,47.148
5,geo:n08:p5,64,1720,3504,228,120,197,3440,16,3440,0,0,41.872
6,geo:n08:p5,64,1629,3322,191,99,170,3258,15,3258,0,0,37.972
7,geo:n08:p5,64,1588,3240,246,124,201,3176,15,3176,0,0,37.621
8,geo:n08:p5,64,1573,3210,233,119,205,3146,16,3146,0,0,40.362
9,geo:n08:p5,64,1563,3190,193,101,172,3126,13,3126,0,0,36.989
10,geo:n08:p5,64,1556,3176,191,98,168,3112,16,3112,0,0,35.785
11,geo:n08:p5,64,1552,3168,174,91,156,3104,14,3104,0,0,37.255
12,geo:n08:p5,64,1552,3168,181,94,158,3104,16,3104,0,0,38.872
13,geo:n08:p5,64,1552,3168,180,93,156,3104,16,3104,0,0,37.566
14,geo:n08:p5,64,1551,3166,174,92,152,3102,17,3102,0,0,36.657
15,geo:n08:p5,64,1551,3166,180,92,156,3102,17,3102,0,0,35.752
16,geo:n08:p5,64,1551,3166,181,92,156,3102,17,3102,0,0,34.408
17,geo:n08:p5,64,1551,3166,176,91,153,3102,17,3102,0,0,35.063
18,geo:n08:p5,64,1551,3166,175,91,152,3102,17,3102,0,0,40.343
19,geo:n08:p5,64,1551,3166,175,91,152,3102,17,3102,0,0,35.325
20,geo:n08:p5,64,1551,3166,179,91,154,3102,17,3102,0,0,38.009
21,geo:n08:p5,64,1551,3166,179,91,154,3102,17,3102,0,0,35.154
1,geo:n12:p0,144,9363,18870,601,308,500,18726,52,18726,0,0,403.770
2,geo:n12:p0,144,10288,20720,12,5,10,20576,4,20576,0,0,450.329
3,geo:n12:p0,144,10127,20398,140,72,132,20254,10,20254,0,0,442.431
4,geo:n12:p0,144,9859,19862,336,172,272,19718,30,19718,0,0,439.372
5,geo:n12:p0,144,9684,19512,299,154,277,19368,24,19368,0,0,409.191
6,geo:n12:p0,144,9541,19226,487,248,425,19082,44,19082,0,0,395.045
7,geo:n12:p0,144,9451,19044,578,293,463,18902,60,18900,0,0,405.297
8,geo:n12:p0,144,9397,18938,604,309,488,18794,56,18794,0,0,387.897
9,geo:n12:p0,144,9385,18914,651,331,549,18770,57,18770,0,0,386.598
10,geo:n12:p0,144,9371,18886,587,299,496,18742,52,18742,0,0,385.017
11,geo:n12:p0,144,9368,18880,575,293,496,18736,50,18736,0,0,379.082
12,geo:n12:p0,144,9366,18876,561,286,482,18732,49,18732,0,0,393.018
13,geo:n12:p0,144,9365,18874,613,313,513,18730,51,18730,0,0,389.591
14,geo:n12:p0,144,9364,18872,605,311,502,18728,52,18728,0,0,374.419
15,geo:n12:p0,144,9364,18872,606,311,504,18728,52,18728,0,0,396.422
16,geo:n12:p0,144,9364,18872,608,310,505,18728,52,18728,0,0,423.571
17,geo:n12:p0,144,9364,18870,607,310,503,18728,52,18726,0,0,394.118
18,geo:n12:p0,144,9364,18872,607,310,502,18728,52,18728,0,0,435.703
19,geo:n12:p0,144,9364,18872,604,310,499,18728,52,18728,0,0,419.971
20,geo:n12:p0,144,9364,18872,604,309,500,18728,52,18728,0,0,381.415
21,geo:n12:p0,144,9364,18872,604,309,500,18728,52,18728,0,0,381.249
1,geo:n12:p1,144,10204,20552,359,180,283,20408,34,20408,0,0,434.060
2,geo:n12:p1,144,6568,13280,2104,1033,1539,13136,222,13136,0,0,216.591
3,geo:n12:p1,144,8786,17716,724,353,558,17572,64,17572,0,0,330.983
4,geo:n12:p1,144,9574,19290,436,215,361,19148,36,19146,0,0,390.255
5,geo:n12:p1,144,9935,20014,569,279,439,19870,59,19870,0,0,416.037
6,geo:n12:p1,144,10075,20294,313,157,262,20150,31,20150,0,0,455.591
7,geo:n12:p1,144,10130,20404,319,163,265,20260,28,20260,0,0,447.916
8,geo:n12:p1,144,10162,20467,324,159,263,20324,31,20323,0,0,433.038
9,geo:n12:p1,144,10193,20530,412,202,322,20386,42,20386,0,0,449.382
10,geo:n12:p1,144,10199,20542,379,187,301,20398,37,20398,0,0,453.161
11,geo:n12:p1,144,10201,20545,370,183,278,20402,38,20401,0,0,442.388
12,geo:n12:p1,144,10202,20547,350,174,268,20404,34,20403,0,0,447.076
13,geo:n12:p1,144,10202,20548,353,175,272,20404,33,20404,0,0,443.649
14,geo:n12:p1,144,10203,20550,344,172,269,20406,33,20406,0,0,436.381
15,geo:n12:p1,144,10204,20552,354,176,278,20408,34,20408,0,0,436.318
16,geo:n12:p1,144,10204,20552,356,178,281,20408,34,20408,0,0,428.493
17,geo:n12:p1,144,10204,20552,356,179,281,20408,34,20408,0,0,413.824
18,geo:n12:p1,144,10204,20552,359,180,283,20408,34,20408,0,0,421.949
19,geo:n12:p1,144,10204,20552,359,180,283,20408,34,20408,0,0,420.244
1,geo:n12:p2,144,10224,20592,37,21,28,20448,4,20448,0,0,469.961
2,geo:n12:p2,144,10296,20736,2,1,2,20592,1,20592,0,0,537.190
3,geo:n12:p2,144,10296,20736,1,1,1,20592,1,20592,0,0,520.204
4,geo:n12:p2,144,10296,20736,1,1,1,20592,1,20592,0,0,599.898
5,geo:n12:p2,144,10296,20736,1,1,1,20592,1,20592,0,0,529.629
6,geo:n12:p2,144,10296,20736,1,1,1,20592,1,20592,0,0,520.528
7,geo:n12:p2,144,10284,20712,31,16,24,20568,3,20568,0,0,520.439
8,geo:n12:p2,144,10258,20660,35,20,26,20516,4,20516,0,0,518.967
9,geo:n12:p2,144,10234,20612,39,21,31,20468,5,20468,0,0,557.858
10,geo:n12:p2,144,10229,20602,33,19,25,20458,5,20458,0,0,497.417
11,geo:n12:p2,144,10227,20598,33,19,24,20454,5,20454,0,0,513.546
12,geo:n12:p2,144,10226,20596,42,23,31,20452,4,20452,0,0,511.266
13,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,542.469
14,geo:n12:p2,144,10225,20594,39,22,29,20450,4,20450,0,0,504.592
15,geo:n12:p2,144,10225,20594,39,22,29,20450,4,20450,0,0,528.012
16,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,506.317
17,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,491.397
18,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,590.342
19,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,506.650
20,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,499.060
21,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,471.168
22,geo:n12:p2,144,10225,20594,40,22,30,20450,4,20450,0,0,491.812
1,geo:n12:p3,144,10163,20470,707,351,582,20326,42,20326,0,0,446.127
2,geo:n12:p3,144,7629,15402,1181,596,957,15258,127,15258,0,0,282.846
3,geo:n12:p3,144,8815,17774,203,103,160,17630,20,17630,0,0,377.472
4,geo:n12:p3,144,9526,19196,1485,735,1251,19052,143,19052,0,0,380.971
5,geo:n12:p3,144,9977,20098,1310,643,1073,19954,119,19954,0,0,469.458
6,geo:n12:p3,144,10084,20312,988,484,812,20168,79,20168,0,0,432.097
7,geo:n12:p3,144,10130,20403,797,393,661,20260,59,20259,0,0,453.197
8,geo:n12:p3,144,10145,20434,770,380,639,20290,50,20290,0,0,438.346
9,geo:n12:p3,144,10155,20454,785,389,643,20310,49,20310,0,0,435.697
10,geo:n12:p3,144,10158,20460,731,363,608,20316,41,20316,0,0,436.174
11,geo:n12:p3,144,10159,20462,742,369,608,20318,45,20318,0,0,429.085
12,geo:n12:p3,144,10159,20461,746,370,616,20318,43,20317,0,0,430.163
13,geo:n12:p3,144,10160,20463,737,365,605,20320,43,20319,0,0,438.844
14,geo:n12:p3,144,10161,20466,738,366,605,20322,43,20322,0,0,442.938
15,geo:n12:p3,144,10163,20470,719,357,593,20326,43,20326,0,0,418.974
16,geo:n12:p3,144,10163,20469,705,350,580,20326,42,20325,0,0,428.273
17,geo:n12:p3,144,10163,20470,705,350,580,20326,42,20326,0,0,420.862
18,geo:n12:p3,144,10163,20470,705,350,580,20326,42,20326,0,0,450.478
19,geo:n12:p3,144,10163,20470,707,351,582,20326,42,20326,0,0,439.044
20,geo:n12:p3,144,10163,20470,707,351,582,20326,42,20326,0,0,428.647
1,geo:n12:p4,144,9973,20090,1825,901,1429,19946,168,19946,0,0,420.711
2,geo:n12:p4,144,10296,20736,1,1,1,20592,1,20592,0,0,468.843
3,geo:n12:p4,144,10296,20736,60,31,59,20592,1,20592,0,0,436.405
4,geo:n12:p4,144,10284,20712,173,89,159,20568,8,20568,0,0,448.924
5,geo:n12:p4,144,10221,20586,614,310,544,20442,48,20442,0,0,429.720
6,geo:n12:p4,144,10135,20414,928,465,794,20270,84,20270,0,0,426.468
7,geo:n12:p4,144,10068,20280,1420,704,1154,20136,130,20136,0,0,405.610
8,geo:n12:p4,144,10031,20206,1594,788,1260,20062,150,20062,0,0,404.253
9,geo:n12:p4,144,10005,20154,1644,807,1284,20010,160,20010,0,0,414.873
10,geo:n12:p4,144,9990,20124,1763,868,1342,19980,184,19980,0,0,404.170
11,geo:n12:p4,144,9982,20108,1756,858,1333,19964,178,19964,0,0,389.842
12,geo:n12:p4,144,9981,20106,1799,873,1368,19962,185,19962,0,0,387.940
13,geo:n12:p4,144,9978,20100,1817,890,1399,19956,181,19956,0,0,390.491
14,geo:n12:p4,144,9977,20098,1792,883,1396,19954,176,19954,0,0,399.881
15,geo:n12:p4,144,9977,20098,1824,900,1426,19954,173,19954,0,0,386.151
16,geo:n12:p4,144,9975,20094,1823,899,1425,19950,171,19950,0,0,402.774
17,geo:n12:p4,144,9975,20094,1829,904,1428,19950,172,19950,0,0,409.433
18,geo:n12:p4,144,9974,20092,1827,902,1426,19948,169,19948,0,0,402.637
19,geo:n12:p4,144,9974,20092,1828,903,1429,19948,169,19948,0,0,399.792
20,geo:n12:p4,144,9974,20092,1827,903,1428,19948,169,19948,0,0,497.340
21,geo:n12:p4,144,9974,20092,1827,903,1428,19948,169,19948,0,0,438.791
22,geo:n12:p4,144,9974,20092,1827,903,1428,19948,169,19948,0,0,439.452
1,geo:n12:p5,144,7694,15532,321,165,265,15388,37,15388,0,0,303.176
2,geo:n12:p5,144,10296,20736,1,1,1,20592,1,20592,0,0,514.388
3,geo:n12:p5,144,10296,20736,40,21,38,20592,1,20592,0,0,482.669
4,geo:n12:p5,144,9766,19676,661,339,546,19532,55,19532,0,0,451.979
5,geo:n12:p5,144,8704,17550,1015,512,781,17408,107,17406,0,0,358.751
6,geo:n12:p5,144,8129,16402,699,356,533,16258,81,16258,0,0,363.004
7,geo:n12:p5,144,7888,15920,550,280,430,15776,56,15776,0,0,324.430
8,geo:n12:p5,144,7785,15714,464,237,366,15570,50,15570,0,0,293.640
9,geo:n12:p5,144,7733,15610,386,199,302,15466,43,15466,0,0,305.114
10,geo:n12:p5,144,7758,15660,423,217,341,15516,46,15516,0,0,296.003
11,geo:n12:p5,144,7771,15686,431,220,349,15542,48,15542,0,0,308.791
12,geo:n12:p5,144,7778,15700,449,230,359,15556,47,15556,0,0,300.494
13,geo:n12:p5,144,7781,15706,459,237,359,15562,51,15562,0,0,305.356
14,geo:n12:p5,144,7784,15712,458,235,359,15568,50,15568,0,0,311.116
15,geo:n12:p5,144,7782,15708,451,232,358,15564,50,15564,0,0,333.894
16,geo:n12:p5,144,7782,15708,465,238,367,15564,50,15564,0,0,315.176
17,geo:n12:p5,144,7782,15708,464,238,362,15564,52,15564,0,0,350.116
18,geo:n12:p5,144,7781,15706,462,237,362,15562,51,15562,0,0,325.200
19,geo:n12:p5,144,7781,15706,459,237,359,15562,51,15562,0,0,294.594
20,geo:n12:p5,144,7781,15706,459,237,359,15562,51,15562,0,0,296.554
21,geo:n12:p5,144,7781,15706,459,237,359,15562,51,15562,0,0,304.804
1,geo:n16:p0,256,29828,59912,1570,787,1308,59656,134,59656,0,0,5554.401
2,geo:n16:p0,256,32622,65499,26,14,17,65244,4,65243,0,0,7679.840
3,geo:n16:p0,256,32144,64544,300,155,268,64288,23,64288,0,0,7165.016
4,geo:n16:p0,256,31285,62826,517,262,457,62570,38,62570,0,0,6310.073
5,geo:n16:p0,256,30670,61594,1014,514,873,61340,83,61338,0,0,6544.873
6,geo:n16:p0,256,30285,60826,1064,536,876,60570,89,60570,0,0,5752.383
7,geo:n16:p0,256,30081,60417,1335,664,1072,60162,122,60161,0,0,5620.202
8,geo:n16:p0,256,29967,60190,1368,687,1140,59934,119,59934,0,0,5538.379
9,geo:n16:p0,256,29880,60016,1463,735,1167,59760,127,59760,0,0,5669.646
10,geo:n16:p0,256,29855,59966,1555,783,1290,59710,128,59710,0,0,5605.132
11,geo:n16:p0,256,29841,59937,1537,768,1273,59682,131,59681,0,0,5671.849
12,geo:n16:p0,256,29834,59924,1585,790,1317,59668,136,59668,0,0,5726.683
13,geo:n16:p0,256,29833,59922,1580,787,1307,59666,139,59666,0,0,5692.815
14,geo:n16:p0,256,29831,59918,1595,798,1324,59662,138,59662,0,0,5250.145
15,geo:n16:p0,256,29830,59916,1593,795,1323,59660,137,59660,0,0,5292.049
16,geo:n16:p0,256,29829,59913,1581,792,1315,59658,136,59657,0,0,5497.945
17,geo:n16:p0,256,29829,59914,1577,790,1313,59658,135,59658,0,0,5445.180
18,geo:n16:p0,256,29829,59914,1580,789,1317,59658,135,59658,0,0,5368.972
19,geo:n16:p0,256,29829,59914,1578,789,1315,59658,135,59658,0,0,5364.846
20,geo:n16:p0,256,29829,59914,1573,788,1311,59658,135,59658,0,0,5418.847
21,geo:n16:p0,256,29829,59913,1575,788,1312,59658,135,59657,0,0,5358.567
1,geo:n16:p1,256,32400,65056,659,328,537,64800,62,64800,0,0,6684.563
2,geo:n16:p1,256,20959,42174,6140,2979,4710,41918,635,41918,0,0,1858.204
3,geo:n16:p1,256,28249,56753,2792,1377,2244,56498,260,56497,0,0,4436.268
4,geo:n16:p1,256,30660,61574,1036,510,805,61320,91,61318,0,0,5607.370
5,geo:n16:p1,256,31761,63778,1220,602,963,63522,117,63522,0,0,6196.942
6,geo:n16:p1,256,32061,64378,728,357,574,64122,58,64122,0,0,6426.862
7,geo:n16:p1,256,32249,64752,851,421,679,64498,79,64496,0,0,6475.410
8,geo:n16:p1,256,32329,64914,695,345,590,64658,60,64658,0,0,6646.937
9,geo:n16:p1,256,32377,65008,788,388,657,64754,70,64752,0,0,6605.766
10,geo:n16:p1,256,32391,65038,708,346,584,64782,71,64782,0,0,6587.795
11,geo:n16:p1,256,32395,65046,687,339,557,64790,70,64790,0,0,6710.256
12,geo:n16:p1,256,32396,65047,661,325,537,64792,61,64791,0,0,6800.194
13,geo:n16:p1,256,32399,65052,663,324,526,64798,63,64796,0,0,6684.574
14,geo:n16:p1,256,32399,65054,652,323,531,64798,62,64798,0,0,7110.689
15,geo:n16:p1,256,32399,65052,661,329,542,64798,60,64796,0,0,6932.470
16,geo:n16:p1,256,32399,65054,655,325,535,64798,61,64798,0,0,6746.456
17,geo:n16:p1,256,32400,65056,653,326,532,64800,62,64800,0,0,6715.669
18,geo:n16:p1,256,32400,65054,656,327,535,64800,62,64798,0,0,6508.159
19,geo:n16:p1,256,32400,65054,662,328,539,64800,62,64798,0,0,6711.904
1,geo:n16:p2,256,32453,65162,74,40,61,64906,9,64906,0,0,7807.422
2,geo:n16:p2,256,32640,65536,1,1,1,65280,1,65280,0,0,8231.881
3,geo:n16:p2,256,32640,65536,2,1,2,65280,1,65280,0,0,8004.639
4,geo:n16:p2,256,32640,65536,1,1,1,65280,1,65280,0,0,7732.205
5,geo:n16:p2,256,32640,65536,4,1,4,65280,1,65280,0,0,7709.415
6,geo:n16:p2,256,32616,65488,29,15,21,65232,4,65232,0,0,8016.323
7,geo:n16:p2,256,32587,65429,47,24,37,65174,4,65173,0,0,8110.369
8,geo:n16:p2,256,32557,65369,66,35,50,65114,8,65113,0,0,8214.381
9,geo:n16:p2,256,32499,65254,63,32,50,64998,9,64998,0,0,7816.339
10,geo:n16:p2,256,32478,65212,76,39,59,64956,9,64956,0,0,8005.969
11,geo:n16:p2,256,32462,65179,87,44,69,64924,10,64923,0,0,7724.586
12,geo:n16:p2,256,32458,65172,75,42,63,64916,7,64916,0,0,7778.308
13,geo:n16:p2,256,32456,65168,74,40,60,64912,9,64912,0,0,7766.370
14,geo:n16:p2,256,32455,65165,79,42,64,64910,10,64909,0,0,7743.173
15,geo:n16:p2,256,32454,65163,76,41,62,64908,9,64907,0,0,7619.728
16,geo:n16:p2,256,32454,65164,77,41,63,64908,9,64908,0,0,7728.696
17,geo:n16:p2,256,32454,65162,79,41,65,64908,9,64906,0,0,7804.952
18,geo:n16:p2,256,32454,65164,78,41,64,64908,9,64908,0,0,7666.630
19,geo:n16:p2,256,32454,65164,75,41,61,64908,9,64908,0,0,7845.723
20,geo:n16:p2,256,32454,65163,76,41,62,64908,9,64907,0,0,7933.687
21,geo:n16:p2,256,32454,65164,82,41,66,64908,9,64908,0,0,7889.971
22,geo:n16:p2,256,32454,65164,82,41,66,64908,9,64908,0,0,7486.980
1,geo:n16:p3,256,32318,64891,1530,754,1283,64636,112,64635,0,0,6546.006
2,geo:n16:p3,256,32640,65536,2,1,2,65280,1,65280,0,0,7040.796
3,geo:n16:p3,256,32640,65534,4,1,4,65280,1,65278,0,0,7196.682
4,geo:n16:p3,256,32632,65518,97,49,93,65264,2,65262,0,0,7044.752
5,geo:n16:p3,256,32534,65321,442,222,381,65068,23,65065,0,0,6866.686
6,geo:n16:p3,256,32448,65150,826,409,690,64896,51,64894,0,0,7388.569
7,geo:n16:p3,256,32390,65033,1109,546,949,64780,73,64777,0,0,7039.569
8,geo:n16:p3,256,32360,64974,1267,628,1044,64720,95,64718,0,0,6749.833
9,geo:n16:p3,256,32342,64937,1280,630,1068,64684,106,64681,0,0,6807.855
10,geo:n16:p3,256,32328,64912,1381,681,1156,64656,107,64656,0,0,6716.364
11,geo:n16:p3,256,32322,64899,1430,707,1191,64644,112,64643,0,0,6809.982
12,geo:n16:p3,256,32319,64894,1466,724,1235,64638,111,64638,0,0,6696.904
13,geo:n16:p3,256,32319,64892,1494,734,1255,64638,111,64636,0,0,6778.925
14,geo:n16:p3,256,32319,64894,1507,742,1263,64638,113,64638,0,0,6848.278
15,geo:n16:p3,256,32319,64893,1498,739,1254,64638,114,64637,0,0,7030.560
16,geo:n16:p3,256,32319,64894,1496,737,1251,64638,114,64638,0,0,6681.213
17,geo:n16:p3,256,32319,64893,1496,739,1254,64638,112,64637,0,0,6809.248
18,geo:n16:p3,256,32319,64891,1514,748,1268,64638,113,64635,0,0,7052.148
19,geo:n16:p3,256,32319,64893,1516,748,1270,64638,113,64637,0,0,7061.114
20,geo:n16:p3,256,32319,64893,1529,755,1280,64638,113,64637,0,0,7034.098
1,geo:n16:p4,256,31610,63476,5109,2498,4036,63220,497,63220,0,0,6611.304
2,geo:n16:p4,256,32640,65536,4,1,4,65280,1,65280,0,0,8621.983
