pair,arm,ans,status,wall_ms,arr_ms,fre_ms
15301_1221,A0,0.0064270674035576107891,OK,459.67,97.3710,81.7420
15301_1221,B0,0.0064270674035576107891,OK,386.42,31.8390,77.8710
1100_13092,A0,0.019302008191502368489,OK,46.61,8.3648,0.0940
1100_13092,B0,0.019302008191502368489,OK,40.76,3.0479,0.0639
600_16573,A0,0.022174195555769344451,OK,81.44,1.4528,0.0123
600_16573,B0,0.022174195555769344451,OK,77.67,0.5993,0.0078
1039_6137,A0,0.047244226486384960362,OK,704.84,106.1400,77.0840
1039_6137,B0,0.047244226486384960362,OK,614.56,41.4910,73.2480
391_7752,A0,0.057011869478572438363,OK,233.64,19.3430,10.2970
391_7752,B0,0.057011869478572438363,OK,210.52,7.7604,9.7011
9230_3285,A0,0.012474720433145793444,OK,422.20,93.7950,64.2350
9230_3285,B0,0.012474720433145793444,OK,343.69,35.0020,61.1520
3343_6420,A0,0.0055558289022877935942,OK,117.84,0.0000,0.0000
3343_6420,B0,0.0055558289022877935942,OK,111.14,0.0000,0.0000
3270_16464,A0,0.015254167922597863458,OK,408.15,100.3500,42.3150
3270_16464,B0,0.015254167922597863458,OK,322.09,39.9590,40.9530
13966_16217,A0,0.075272415542938758692,OK,459.97,69.7930,31.7180
13966_16217,B0,0.075272415542938758692,OK,269.37,27.1760,29.9550
7729_2141,A0,0.016208313160674600595,OK,89.07,20.3640,0.2278
7729_2141,B0,0.016208313160674600595,OK,74.68,5.8883,0.1679
16510_6413,A0,0.018650896061643863766,OK,1183.07,326.4300,221.8000
16510_6413,B0,0.018650896061643863766,OK,916.06,126.8100,213.1600
15668_1509,A0,0.022688392137550660033,OK,258.25,50.9640,13.2640
15668_1509,B0,0.022688392137550660033,OK,199.90,19.6240,12.3910
3377_9182,A0,0.077327159563043479373,OK,1265.24,220.9700,200.3200
3377_9182,B0,0.077327159563043479373,OK,1069.44,92.5760,190.8200
15460_11607,A0,0.094019418457719716731,OK,1890.60,420.5700,250.4000
15460_11607,B0,0.094019418457719716731,OK,1526.88,139.7700,240.3500
14988_4860,A0,0.12942694413165833911,OK,2091.07,282.4400,371.3600
14988_4860,B0,0.12942694413165833911,OK,1810.93,120.0300,358.8200
12005_6155,A0,0.068329757972388577292,OK,57.75,9.1519,0.2912
12005_6155,B0,0.068329757972388577292,OK,40.83,3.3260,0.2285
15479_9449,A0,0.12456550291011225795,OK,118.16,24.5780,14.0510
15479_9449,B0,0.12456550291011225795,OK,98.88,9.6929,13.2520
3155_12168,A0,0.050820422552080579681,OK,536.13,146.7200,37.9970
3155_12168,B0,0.050820422552080579681,OK,398.91,59.2450,34.8020
2199_15786,A0,0.045994290222833647541,OK,371.22,117.8500,14.1530
2199_15786,B0,0.045994290222833647541,OK,276.09,46.7690,13.4120
1907_16610,A0,0.036147415961710449572,OK,99.07,8.8247,5.0650
1907_16610,B0,0.036147415961710449572,OK,82.31,3.3043,4.8757
9947_4005,A0,0.1011456741182447383,OK,735.95,195.0600,141.1100
9947_4005,B0,0.1011456741182447383,OK,557.77,75.4950,134.8700
13990_11953,A0,0.092980672256750093729,OK,113.08,22.0610,9.5381
13990_11953,B0,0.092980672256750093729,OK,97.75,9.1200,9.3417
14768_3226,A0,0.011604265794892399191,OK,126.68,23.3760,3.9334
14768_3226,B0,0.011604265794892399191,OK,95.12,7.6866,3.6004
1081_9229,A0,0.010628848852747993514,OK,148.98,42.5580,15.8260
1081_9229,B0,0.010628848852747993514,OK,105.09,17.8360,14.2500
16321_7727,A0,0.037095333222417134489,OK,111.79,8.1511,24.4860
16321_7727,B0,0.037095333222417134489,OK,95.72,3.1098,24.2210
8124_13618,A0,0.082395823472128482123,OK,315.84,105.3800,15.4800
8124_13618,B0,0.082395823472128482123,OK,224.41,41.5600,14.2660
10416_3961,A0,0.10098004173603386535,OK,313.59,27.1030,3.3211
10416_3961,B0,0.10098004173603386535,OK,271.87,11.9640,3.1209
9672_8491,A0,0.015228559332784434577,OK,61.09,16.0220,0.2285
9672_8491,B0,0.015228559332784434577,OK,41.48,6.0498,0.1662
1447_10455,A0,0.015122277187242638002,OK,174.35,73.6600,13.9540
1447_10455,B0,0.015122277187242638002,OK,127.43,28.6730,13.4530
10372_13454,A0,0.035570463814122904589,OK,50.87,25.2080,2.3385
10372_13454,B0,0.035570463814122904589,OK,30.06,7.9857,2.1778
11031_9812,A0,0.091129423634187509129,OK,47.06,11.3480,2.7537
11031_9812,B0,0.091129423634187509129,OK,35.29,3.5017,2.4945
4050_9982,A0,0.037635859078431269098,OK,868.42,158.5600,103.8300
4050_9982,B0,0.037635859078431269098,OK,713.59,56.5780,93.7730
6898_3181,A0,0.018742910893189516919,OK,199.94,17.4280,4.3753
