271.546 76.4952 581.485 1115.04 245.775 180.556 118.959 276.196 64.9881 77.8904 251 109.939 529.131 210.875 43.283 114.472 250.203 100.527 289.402 226.852 
76.4952 184.261 68.0871 67.6489 73.521 133.91 123.9 334.494 57.5851 136.542 281.857 706.9 216.342 118.497 30.8181 71.2746 542.113 77.1123 422.656 155.857 
581.485 68.0871 69.8178 4176.35 199.65 70.8637 55.5732 59.7494 28.4056 184.424 441.618 136.698 441.541 60.7306 38.647 169.493 280.554 64.9249 107.757 333.371 
1115.04 67.6489 4176.35 223.764 657.941 109.179 880.957 916.988 336.524 531.388 259.191 43.0306 257.546 7390.81 40.6442 261.953 1081.63 886.898 171.256 346.001 
245.775 73.521 199.65 657.941 114.77 88.3074 536.924 102.553 218.755 423.758 185.626 41.454 195.712 924.787 34.4844 323.521 642.003 574.322 72.1504 132.384 
180.556 133.91 70.8637 109.179 88.3074 216.951 124.555 137.34 79.5081 87.4988 160.605 1618.44 325.793 175.236 778.858 77.1219 371.994 98.7771 75.8497 65.7825 
118.959 123.9 55.5732 880.957 536.924 124.555 167.38 330.784 73.1591 197.223 168.51 87.067 1793.43 217.154 72.1465 311.312 167.293 149.414 147.274 280.848 
276.196 334.494 59.7494 916.988 102.553 137.34 330.784 69.6463 88.1681 108.62 232.724 510.398 1374.1 99.5802 37.116 150.058 362.843 90.0315 147 170.424 
64.9881 57.5851 28.4056 336.524 218.755 79.5081 73.1591 88.1681 176.438 194.086 47.0951 49.8543 142.646 99.4357 38.8094 141.37 145.989 232.171 122.721 144.589 
77.8904 136.542 184.424 531.388 423.758 87.4988 197.223 108.62 194.086 189.673 265.668 88.926 168.937 196.324 38.5478 225.472 157.786 207.035 188.421 214.206 
251 281.857 441.618 259.191 185.626 160.605 168.51 232.724 47.0951 265.668 387.328 397.234 253.194 169.965 220.914 104.707 460.725 220.482 145.456 207.845 
109.939 706.9 136.698 43.0306 41.454 1618.44 87.067 510.398 49.8543 88.926 397.234 126.965 382.86 1374.15 3048.25 34.8489 154.839 44.9538 859.148 158.096 
529.131 216.342 441.541 257.546 195.712 325.793 1793.43 1374.1 142.646 168.937 253.194 382.86 217.915 263.92 181.471 229.137 1135.46 245.862 262.718 202.345 
210.875 118.497 60.7306 7390.81 924.787 175.236 217.154 99.5802 99.4357 196.324 169.965 1374.15 263.92 141.607 81.1649 247.856 142.589 154.333 235.445 269.614 
43.283 30.8181 38.647 40.6442 34.4844 778.858 72.1465 37.116 38.8094 38.5478 220.914 3048.25 181.471 81.1649 146.825 37.0697 172.476 70.9833 146.376 50.9642 
114.472 71.2746 169.493 261.953 323.521 77.1219 311.312 150.058 141.37 225.472 104.707 34.8489 229.137 247.856 37.0697 172.373 216.307 332.511 130.546 172.271 
250.203 542.113 280.554 1081.63 642.003 371.994 167.293 362.843 145.989 157.786 460.725 154.839 1135.46 142.589 172.476 216.307 150.734 178.849 524.854 1196.12 
100.527 77.1123 64.9249 886.898 574.322 98.7771 149.414 90.0315 232.171 207.035 220.482 44.9538 245.862 154.333 70.9833 332.511 178.849 169.631 155.413 233.882 
289.402 422.656 107.757 171.256 72.1504 75.8497 147.274 147 122.721 188.421 145.456 859.148 262.718 235.445 146.376 130.546 524.854 155.413 91.0297 60.2076 
226.852 155.857 333.371 346.001 132.384 65.7825 280.848 170.424 144.589 214.206 207.845 158.096 202.345 269.614 50.9642 172.271 1196.12 233.882 60.2076 156.697 

