87.6737 7.57241 644.697 1107.35 69.5786 154.235 69.0266 258.723 109.873 63.5232 147.252 86.298 370.439 60.4614 11.8526 55.7301 37.3843 26.8148 468.684 61.0202 
7.57241 72.9238 19.4503 79.0894 62.355 62.5655 440.608 98.0465 44.0664 337.102 239.831 789.558 80.7244 324.844 23.7705 73.3562 334.141 19.0601 275.233 35.5649 
644.697 19.4503 63.7143 4098.75 2.30059 41.5726 34.9886 53.5588 24.7295 43.6921 44.3023 360.141 43.5869 35.5307 42.3144 55.6815 571.017 18.1029 87.9921 84.7242 
1107.35 79.0894 4098.75 138.357 535.54 5.91811 558.668 139.891 110.832 560.77 411.605 49.0382 544.41 15154.9 21.2301 86.2215 275.622 538.91 127.196 128.456 
69.5786 62.355 2.30059 535.54 96.4428 80.2349 310.906 120.329 100.83 461.498 32.3664 24.2383 351.844 246.795 19.9335 358.848 770.259 425.022 23.5572 153.473 
154.235 62.5655 41.5726 5.91811 80.2349 72.4802 125.566 96.726 111.06 179.604 407.645 4195.65 530.775 91.6055 2628.97 112.458 85.3726 114.197 92.8226 65.7173 
69.0266 440.608 34.9886 558.668 310.906 125.566 123.56 301.444 81.0873 229.51 71.0718 68.4764 1386.69 173.329 67.4157 277.984 502.603 53.2938 137.498 236.987 
258.723 98.0465 53.5588 139.891 120.329 96.726 301.444 89.7417 15.0701 73.5579 1763.49 21.9776 1229.89 333.107 31.399 209.825 174.24 56.1158 150.75 32.5986 
109.873 44.0664 24.7295 110.832 100.83 111.06 81.0873 15.0701 72.741 159.87 20.3793 32.0123 89.8084 60.7665 3.92208 138.806 97.6653 76.2365 129.817 100.134 
63.5232 337.102 43.6921 560.77 461.498 179.604 229.51 73.5579 159.87 333.463 91.4997 86.4536 62.4956 244.436 26.672 69.7723 112.356 463.595 113.849 133.972 
147.252 239.831 44.3023 411.605 32.3664 407.645 71.0718 1763.49 20.3793 91.4997 104.154 553.998 112.761 35.7433 249.71 5.09661 75.9746 96.5832 357.582 166.572 
86.298 789.558 360.141 49.0382 24.2383 4195.65 68.4764 21.9776 32.0123 86.4536 553.998 91.632 379.501 71.4854 801.649 81.9369 31.6823 6.80855 176.264 49.7664 
370.439 80.7244 43.5869 544.41 351.844 530.775 1386.69 1229.89 89.8084 62.4956 112.761 379.501 415.819 1096.51 268.475 218.657 1195.73 36.3612 140.963 350.166 
60.4614 324.844 35.5307 15154.9 246.795 91.6055 173.329 333.107 60.7665 244.436 35.7433 71.4854 1096.51 55.3312 91.4695 365.411 349.401 101.669 128.914 32.6164 
11.8526 23.7705 42.3144 21.2301 19.9335 2628.97 67.4157 31.399 3.92208 26.672 249.71 801.649 268.475 91.4695 454.974 67.4285 267.317 53.7562 123.486 8.36641 
55.7301 73.3562 55.6815 86.2215 358.848 112.458 277.984 209.825 138.806 69.7723 5.09661 81.9369 218.657 365.411 67.4285 255.891 846.201 78.6051 83.3838 91.2847 
37.3843 334.141 571.017 275.622 770.259 85.3726 502.603 174.24 97.6653 112.356 75.9746 31.6823 1195.73 349.401 267.317 846.201 62.6919 106.645 77.4448 1491.77 
26.8148 19.0601 18.1029 538.91 425.022 114.197 53.2938 56.1158 76.2365 463.595 96.5832 6.80855 36.3612 101.669 53.7562 78.6051 106.645 77.9453 437.579 54.4574 
468.684 275.233 87.9921 127.196 23.5572 92.8226 137.498 150.75 129.817 113.849 357.582 176.264 140.963 128.914 123.486 83.3838 77.4448 437.579 236.109 128.593 
61.0202 35.5649 84.7242 128.456 153.473 65.7173 236.987 32.5986 100.134 133.972 166.572 49.7664 350.166 32.6164 8.36641 91.2847 1491.77 54.4574 128.593 422.678 

