pair,arm,ans,status,wall_ms,arr_ms,fre_ms,builds,queries
8443_14324,C4,0.068682974223428630567,OK,58.32,0.4369,0.3039,30,79
4237_6595,A0,0.029422841437853210211,OK,543.73,77.7620,52.4240,0,0
4237_6595,D1,0.029422841437853210211,OK,432.30,5.1821,28.1100,186,4151
4237_6595,C4S,0.029422834422900320805,OK,427.57,7.5981,22.7830,265,3956
4237_6595,C4N,0.029422841437853210211,OK,532.42,4.6885,8.5807,316,728
4237_6595,C4,0.029422834422900320805,OK,186.46,0.5501,0.4250,25,57
4850_5651,A0,0.077264318310935747869,OK,1295.31,126.2400,41.1080,0,0
4850_5651,D1,0.077264318310935747869,OK,1133.16,9.3496,15.5220,428,9421
4850_5651,C4S,0.077264313085198627062,OK,1127.17,9.3901,15.8270,430,9798
4850_5651,C4N,0.07726432353667284092,OK,1101.27,4.0857,1.9778,378,859
4850_5651,C4,0.077264313085198627062,OK,1097.40,4.1021,1.8455,377,859
9757_14713,A0,0.057372812721619363685,OK,98.41,24.7440,3.0560,0,0
9757_14713,D1,0.057372812721619363685,OK,67.46,1.7664,1.2508,63,548
9757_14713,C4S,0.057372826373436505709,OK,71.17,2.6396,1.2927,90,763
9757_14713,C4N,0.057372816134573650926,OK,66.15,0.4499,0.2878,40,74
9757_14713,C4,0.057372809308665076444,OK,65.77,0.4573,0.2908,40,74
526_8243,A0,0.033143426193764341514,OK,75.78,29.8600,0.8459,0,0
526_8243,D1,0.033143426193764341514,OK,42.41,1.3656,0.5825,80,791
526_8243,C4S,0.033143705142748711157,OK,43.24,0.8917,0.2760,40,636
526_8243,C4N,0.033143434095774811088,OK,41.92,0.6014,0.1477,56,98
526_8243,C4,0.033143422242759110197,OK,40.80,0.5796,0.1648,56,110
13981_8360,A0,0.0097148168872790811867,OK,46.12,9.0103,2.5448,0,0
13981_8360,D1,0.0097148168872790811867,OK,33.94,0.5636,1.0196,25,340
13981_8360,C4S,0.0097148396830313288319,OK,35.93,0.8982,1.8174,48,770
13981_8360,C4N,0.0097148201438151168124,OK,32.33,0.4058,0.3395,47,91
13981_8360,C4,0.0097148103742070116701,OK,32.28,0.3559,0.2903,47,94
8964_2372,A0,0.087466335657087918021,OK,101.28,33.2210,1.9097,0,0
8964_2372,D1,0.087466335657087918021,OK,60.95,2.2879,0.9826,106,1489
8964_2372,C4S,0.087466605067578820365,OK,59.95,2.2961,0.8089,108,1604
8964_2372,C4N,0.087466335657087918021,OK,59.80,1.1991,0.1883,106,270
8964_2372,C4,0.087466325236395359166,OK,22.74,0.1788,0.0377,27,49
14764_14900,A0,0.038296139005956311707,OK,37.89,1.8301,0.0115,0,0
14764_14900,D1,0.038296139005956311707,OK,35.53,0.1306,0.0040,4,46
14764_14900,C4S,0.038296139005956311707,OK,35.60,0.1561,0.0038,4,50
14764_14900,C4N,0.038296139005956311707,OK,35.33,0.0935,0.0012,4,6
14764_14900,C4,0.038296132054383896781,OK,35.36,0.1386,0.0191,28,51
11485_8383,A0,0.076342947522176587971,OK,354.47,97.9800,27.3040,0,0
11485_8383,D1,0.076342947522176587971,OK,222.76,8.7791,11.8740,386,8827
11485_8383,C4S,0.076346233800051704899,OK,248.35,11.6850,16.1600,516,11947
11485_8383,C4N,0.07634295153472589468,OK,205.67,4.6030,2.0168,386,1206
11485_8383,C4,0.076342943509627281262,OK,205.35,4.8491,2.0612,386,1206
15431_2666,A0,0.013926035825554475278,OK,92.52,28.5540,7.2243,0,0
15431_2666,D1,0.013926035825554475278,OK,51.22,2.1636,0.4988,103,896
15431_2666,C4S,0.013926035825554475278,OK,53.21,2.7711,0.9974,127,1011
15431_2666,C4N,0.01392603914578094057,OK,49.59,0.8546,0.1839,80,139
15431_2666,C4,0.013926029185101544694,OK,22.39,0.2399,0.1001,24,46
6626_15161,A0,0.0097504605062246792191,OK,205.51,10.8590,10.2760,0,0
6626_15161,D1,0.009750464943270076984,OK,196.05,0.8060,7.2458,23,279
6626_15161,C4S,0.0097504605062246792191,OK,192.13,0.8220,7.1382,23,239
6626_15161,C4N,0.009750464943270076984,OK,185.00,0.5562,1.4275,23,42
6626_15161,C4,0.0097504605062246792191,OK,184.28,0.6019,1.5057,23,40
3482_8920,A0,0.049497635713319124151,OK,783.27,184.1400,188.5600,0,0
3482_8920,D1,0.049497638663608650722,OK,763.63,19.8850,140.3600,729,18252
3482_8920,C4S,0.049497635713319124151,OK,125.44,1.6030,3.7835,55,557
3482_8920,C4N,0.049497641613898170354,OK,654.49,20.7090,18.2410,792,2124
3482_8920,C4,0.049497635713319124151,OK,116.61,0.3449,0.6011,28,65
10611_8115,A0,0.181455078944540521,OK,589.48,145.7500,113.7400,0,0
10611_8115,D1,0.181455078944540521,OK,364.32,13.6220,68.4500,543,19072
10611_8115,C4S,0.1814550735627158129,OK,351.73,13.0060,63.2300,518,18357
10611_8115,C4N,0.18145508432636520135,OK,296.79,7.1718,8.5377,518,2069
10611_8115,C4,0.1814550735627158129,OK,302.79,7.0866,8.2918,518,2045
2159_15252,A0,0.076644102658433077568,OK,993.92,178.1700,139.7000,0,0
2159_15252,D1,0.076644102658433077568,OK,690.48,16.0070,70.8020,712,21185
2159_15252,C4S,0.076644098097893603727,OK,693.88,16.0250,69.1150,705,20979
2159_15252,C4N,0.07664410721897255141,OK,632.73,8.2506,8.6920,698,1943
2159_15252,C4,0.076644098097893603727,OK,628.46,7.8265,8.3480,679,1861
650_3213,A0,0.020050879961018824166,OK,480.92,104.1300,95.3720,0,0
650_3213,D1,0.020050879961018824166,OK,326.81,9.2514,57.7370,382,10995
650_3213,C4S,0.020050875222104982964,OK,308.17,9.1013,49.6370,375,10754
650_3213,C4N,0.020050884699932665367,OK,269.30,5.1500,9.3389,387,1448
650_3213,C4,0.020050875222104982964,OK,266.98,5.0212,9.1972,375,1394
16446_8083,A0,0.010916425698595352139,OK,130.34,29.5040,11.0220,0,0
16446_8083,D1,0.010916428300255550179,OK,92.13,1.7211,4.5300,59,921
16446_8083,C4S,0.010916423096935155834,OK,89.43,1.4474,3.3146,58,740
16446_8083,C4N,0.010916428300255550179,OK,86.77,0.6364,1.5968,59,138
16446_8083,C4,0.010916423096935155834,OK,86.68,0.6225,1.5804,58,136
7208_16050,A0,0.077062968685064625607,OK,1042.55,192.8600,80.7490,0,0
7208_16050,D1,0.077062968685064625607,OK,725.83,16.4260,41.5970,743,20999
7208_16050,C4S,0.077062964091781954723,OK,735.34,17.5760,37.8980,758,21091
7208_16050,C4N,0.077062973278347296491,OK,701.00,8.4103,5.3140,724,1857
7208_16050,C4,0.077062964091781954723,OK,672.77,8.2907,5.0475,708,1787
12879_14735,A0,0.058357588503567398019,OK,175.47,24.4230,5.9447,0,0
12879_14735,D1,0.058357588503567398019,OK,141.11,1.8164,3.2773,67,1841
12879_14735,C4S,0.05835758166112478551,OK,151.53,1.7781,2.5615,69,1712
12879_14735,C4N,0.058357591924788704274,OK,592.99,8.5252,7.6799,548,3310
12879_14735,C4,0.05835758166112478551,OK,124.42,0.6359,0.2861,26,89
12021_1782,A0,0.062937286533477007633,OK,188.84,63.9030,11.5250,0,0
12021_1782,D1,0.062937286533477007633,OK,108.82,4.8379,7.0172,226,3547
12021_1782,C4S,0.062937286533477007633,OK,114.54,7.7713,6.2341,357,4277
12021_1782,C4N,0.062937294036187113599,OK,163.48,3.9581,1.8539,345,1002
12021_1782,C4,0.062937282782121961588,OK,42.57,0.3126,0.1295,27,65
3085_6631,A0,0.011451255735040903605,OK,355.20,93.7290,58.8570,0,0
3085_6631,D1,0.011451255735040903605,OK,217.54,8.6213,31.6880,342,11240
3085_6631,C4S,0.011451253018607420939,OK,217.75,8.4572,31.4540,331,11444
3085_6631,C4N,0.011451261167907868938,OK,202.55,4.2406,3.1967,324,1111
3085_6631,C4,0.011451250302173938272,OK,179.54,3.7624,3.0171,309,1035
11547_10186,A0,0.056850903216328907419,OK,136.68,0.0000,0.0000,0,0
11547_10186,D1,0.056850903216328907419,OK,139.16,0.0000,0.0000,0,0
11547_10186,C4S,0.056850903216328907419,OK,140.02,0.0000,0.0000,0,0
11547_10186,C4N,0.056850903216328907419,OK,141.06,0.0000,0.0000,0,0
11547_10186,C4,0.056850903216328907419,OK,138.42,0.0000,0.0000,0,0
9325_424,A0,0.034253697127645615916,OK,343.00,101.1000,60.5600,0,0
9325_424,D1,0.034253697127645615916,OK,168.70,7.5093,30.1200,325,9452
9325_424,C4S,0.034253693462909254319,OK,171.92,7.0016,26.4400,301,9153
9325_424,C4N,0.034253704457118352988,OK,132.32,3.3781,3.6707,302,868
9325_424,C4,0.034253693462909254319,OK,141.06,3.5890,3.7565,301,865
9038_15,A0,0.021164010814078454414,OK,666.59,157.2000,72.5590,0,0
9038_15,D1,0.021164013337026051781,OK,440.17,11.4190,38.8590,512,8705
9038_15,C4S,0.021164008291130860517,OK,436.46,11.3700,28.9860,490,8587
9038_15,C4N,0.021164013337026051781,OK,416.62,5.0792,7.1320,514,1275
9038_15,C4,0.021164008291130860517,OK,390.13,4.4926,6.2193,462,1151
