pair,arm,ans,status,wall_ms,arr_ms,fre_ms,bbcalls,regions
p095,C5N,7.4257016244999443089,OK,1307.96,5.2311,51.3600,10846,1151
p095,C5,7.4257016180742265732,OK,1308.43,6.0266,51.0440,10846,1152
p096,A0,8.8099523631520249012,OK,1109.35,166.0100,279.6400,31920,0
p096,C5L,8.8099523631520249012,OK,1108.34,161.6100,287.2000,31920,0
p096,C5N,8.8099523662816636715,OK,707.82,5.3606,37.0250,6137,1249
p096,C5,8.8099523568927473605,OK,305.83,0.3188,7.8920,1541,89
p097,A0,5.1247770545009938559,OK,505.15,70.5410,135.6400,9030,0
p097,C5L,5.1247770545009938559,OK,505.22,60.6140,123.0800,9030,0
p097,C5N,5.1247770582473322065,OK,313.33,1.6427,22.5100,1886,412
p097,C5,5.124777050754654617,OK,307.76,1.6749,22.3080,1912,414
p098,A0,2.3007323210883305897,OK,204.38,15.3330,45.9390,4026,0
p098,C5L,2.3007323210883305897,OK,208.38,16.4200,48.4470,4026,0
p098,C5N,2.3007323243537580737,OK,208.98,0.7211,11.3660,1272,224
p098,C5,2.3007323145574751777,OK,206.67,0.7071,10.6230,1264,224
p099,A0,9.2040994160114237843,OK,1007.49,128.8100,273.5400,29648,0
p099,C5L,9.2040994160114237843,OK,1006.64,123.9700,253.4300,29648,0
p099,C5N,9.2040994160114237843,OK,606.59,6.0840,41.4680,9103,1174
p099,C5,9.2040994079751108359,OK,605.73,5.0476,42.0330,9103,1174
