pair,arm,ans,status,wall_ms,arr_ms,fre_ms,bbcalls,regions
12879_14735,A0,0.058357588503567398019,OK,305.31,38.5860,11.4870,10690,0
12879_14735,C5L,0.058357588503567398019,OK,304.89,43.0920,11.0390,10690,0
12879_14735,C5N,0.058357591924788704274,OK,1006.64,13.3950,13.0590,19307,3323
12879_14735,C5,0.05835758166112478551,OK,204.63,0.7870,0.3541,4412,102
12021_1782,A0,0.062937286533477007633,OK,405.86,99.4100,19.4400,28222,0
12021_1782,C5L,0.062937286533477007633,OK,305.20,97.2990,20.7530,28222,0
12021_1782,C5N,0.062937294036187113599,OK,309.58,6.0817,3.2846,8919,1019
12021_1782,C5,0.062937282782121961588,OK,104.66,0.3891,0.2131,1929,69
3085_6631,A0,0.011451255735040903605,OK,709.84,153.7100,97.7140,51641,0
3085_6631,C5L,0.011451255735040903605,OK,707.36,161.6900,106.4700,51641,0
3085_6631,C5N,0.011451261167907868938,OK,408.14,5.7071,4.8003,16014,1114
3085_6631,C5,0.011451250302173938272,OK,306.37,6.1282,4.4102,15766,1040
11547_10186,A0,0.056850903216328907419,OK,205.87,0.0000,0.0000,54,0
11547_10186,C5L,0.056850903216328907419,OK,205.52,0.0000,0.0000,54,0
11547_10186,C5N,0.056850903216328907419,OK,205.42,0.0000,0.0000,54,0
11547_10186,C5,0.056850903216328907419,OK,206.96,0.0000,0.0000,54,0
9325_424,A0,0.034253697127645615916,OK,606.60,161.4400,98.8960,45834,0
9325_424,C5L,0.034253697127645615916,OK,606.61,175.0700,107.2400,45834,0
9325_424,C5N,0.034253704457118352988,OK,304.99,5.4172,6.7402,15088,897
9325_424,C5,0.034253693462909254319,OK,307.75,5.1214,6.9156,15014,891
9038_15,A0,0.021164010814078454414,OK,1207.74,273.1100,125.3500,80851,0
9038_15,C5L,0.021164010814078454414,OK,1207.32,254.5700,122.9100,80851,0
9038_15,C5N,0.021164013337026051781,OK,710.14,7.6882,12.5000,26089,1278
9038_15,C5,0.021164008291130860517,OK,708.49,7.7547,11.0760,25436,1151
